team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYR,2021,NYR,NYR,Team Level,5on5,82,0.47,0.47,0.47,245839.0,1804.59,147.24,120.97,426.52,58.73,1014.87,745.67,142.84,147.88,143.48,1841.0,673.0,808.0,3322.0,158.0,135.0,29.0,468.0,60.0,714.0,979.0,1683.0,2356.0,254.0,564.0,1592.0,1951.0,518.0,604.0,1907.0,486.0,121.0,53.42,58.89,34.94,67.0,64.0,27.0,3344.16,2514.0,2527.77,320.0,24.89,31.06,31.06,141.08,141.82,139.82,2012.31,165.23,135.28,475.09,65.79,1123.89,835.73,159.78,164.8,159.39,2007.0,794.0,945.0,3746.0,148.0,163.0,30.0,408.0,59.0,887.0,1136.0,1859.0,2653.0,236.0,530.0,1708.0,1683.0,499.0,602.0,2125.0,537.0,139.0,61.31,66.57,37.34,58.0,58.0,32.0,3735.24,2801.0,2792.08,294.0,27.88,31.83,31.9,161.21,160.73,158.17
NYR,2021,NYR,NYR,Team Level,4on5,82,0.13,0.14,0.16,21775.0,64.26,5.94,3.28,9.17,1.92,20.37,45.32,5.88,5.94,5.88,66.0,20.0,13.0,99.0,7.0,3.0,0.0,6.0,2.0,10.0,58.0,59.0,79.0,6.0,12.0,165.0,82.0,53.0,39.0,59.0,20.0,7.0,1.87,2.36,1.71,3.0,2.0,2.0,99.0,86.0,86.0,37.0,0.75,0.22,0.22,6.46,6.46,6.45,329.17,40.38,30.13,69.25,10.92,207.69,109.63,37.01,40.38,37.01,343.0,125.0,146.0,614.0,38.0,38.0,4.0,72.0,10.0,177.0,133.0,305.0,430.0,14.0,28.0,227.0,23.0,19.0,58.0,337.0,78.0,53.0,8.67,9.51,22.2,11.0,6.0,21.0,614.0,468.0,468.0,8.0,7.67,8.37,8.37,39.69,39.69,37.47
NYR,2021,NYR,NYR,Team Level,5on4,82,0.92,0.87,0.86,20028.0,335.47,46.84,29.04,69.61,11.1,206.49,106.92,43.16,46.84,43.16,321.0,149.0,117.0,587.0,50.0,35.0,11.0,71.0,13.0,170.0,131.0,271.0,420.0,17.0,37.0,188.0,24.0,27.0,72.0,344.0,68.0,58.0,8.6,7.9,30.35,7.0,10.0,33.0,587.0,470.0,470.0,6.0,7.47,9.75,9.75,44.56,44.56,41.54,54.19,4.23,2.56,7.81,1.66,17.69,40.04,4.23,4.23,4.23,56.0,18.0,11.0,85.0,2.0,2.0,0.0,2.0,1.0,17.0,50.0,54.0,72.0,9.0,21.0,179.0,51.0,46.0,34.0,60.0,9.0,5.0,1.7,1.17,1.37,1.0,0.0,1.0,85.0,74.0,74.0,31.0,0.59,0.06,0.06,4.77,4.77,4.76
MTL,2021,MTL,MTL,Team Level,other,82,0.41,0.48,0.46,10110.0,134.21,23.29,9.7,26.13,4.5,71.02,47.38,22.43,23.29,22.43,148.0,34.0,58.0,240.0,25.0,10.0,2.0,26.0,7.0,54.0,60.0,123.0,157.0,8.0,16.0,138.0,31.0,30.0,33.0,107.0,44.0,31.0,3.59,5.9,13.8,2.0,9.0,14.0,240.0,182.0,182.0,24.0,2.76,2.8,2.8,23.25,23.25,22.6,157.75,33.5,11.22,29.26,5.58,80.35,56.09,32.56,33.5,32.56,164.0,52.0,45.0,261.0,42.0,10.0,3.0,32.0,3.0,71.0,58.0,122.0,174.0,10.0,18.0,141.0,33.0,26.0,39.0,120.0,54.0,42.0,4.98,7.07,21.44,6.0,12.0,24.0,261.0,216.0,216.0,26.0,3.17,2.48,2.48,34.19,34.19,33.42
MTL,2021,MTL,MTL,Team Level,all,82,0.44,0.47,0.46,298333.0,2341.54,216.55,164.14,542.85,77.71,1284.33,947.41,208.32,214.99,206.77,2444.0,789.0,1107.0,4340.0,218.0,188.0,32.0,513.0,64.0,983.0,1267.0,2226.0,3015.0,319.0,694.0,2322.0,2004.0,507.0,1046.0,2421.0,591.0,221.0,69.22,74.24,73.09,80.0,74.0,64.0,4257.53,3233.0,3179.79,772.0,36.23,37.88,38.24,214.54,212.64,207.97,2759.78,278.75,198.26,629.95,90.14,1524.71,1083.18,268.16,282.53,271.8,2824.0,981.0,1184.0,4989.0,317.0,223.0,43.0,618.0,95.0,1261.0,1291.0,2507.0,3488.0,297.0,640.0,2397.0,1822.0,494.0,1073.0,2696.0,820.0,289.0,81.35,100.78,96.62,96.0,123.0,98.0,5110.8,3805.0,3884.72,760.0,44.03,45.22,45.22,277.56,281.2,275.03
MTL,2021,MTL,MTL,Team Level,5on5,82,0.46,0.47,0.46,240414.0,1837.06,155.15,123.84,440.85,60.69,1007.01,748.45,150.19,153.59,148.64,1906.0,630.0,890.0,3426.0,156.0,148.0,26.0,405.0,46.0,761.0,1020.0,1750.0,2380.0,272.0,594.0,1757.0,1854.0,410.0,893.0,1915.0,474.0,147.0,55.74,59.02,40.39,67.0,57.0,32.0,3343.53,2536.0,2482.79,679.0,25.68,28.94,29.56,151.27,149.38,146.89,2121.73,185.87,144.75,504.84,68.64,1169.1,854.79,178.93,189.66,182.56,2169.0,759.0,944.0,3872.0,196.0,167.0,29.0,500.0,71.0,961.0,1033.0,1973.0,2732.0,256.0,556.0,1802.0,1707.0,405.0,892.0,2148.0,599.0,181.0,63.38,73.67,48.82,75.0,83.0,38.0,3993.8,2928.0,3007.72,650.0,30.05,35.27,35.27,180.65,184.3,181.22
MTL,2021,MTL,MTL,Team Level,4on5,82,0.12,0.14,0.16,24498.0,79.44,7.36,4.0,11.84,2.61,25.07,57.11,7.18,7.36,7.18,91.0,17.0,14.0,122.0,5.0,3.0,0.0,8.0,2.0,19.0,71.0,86.0,103.0,13.0,32.0,205.0,91.0,48.0,66.0,81.0,17.0,10.0,2.23,2.28,2.85,1.0,2.0,2.0,122.0,108.0,108.0,62.0,0.93,0.71,0.71,7.58,7.58,7.51,416.15,51.82,38.46,87.19,13.88,254.17,128.48,49.17,51.82,49.17,421.0,153.0,179.0,753.0,67.0,42.0,8.0,78.0,20.0,216.0,151.0,354.0,507.0,19.0,42.0,251.0,24.0,15.0,70.0,374.0,145.0,55.0,11.25,17.17,23.4,13.0,22.0,32.0,753.0,574.0,574.0,15.0,9.94,7.02,7.02,54.74,54.74,52.41
MTL,2021,MTL,MTL,Team Level,5on4,82,0.8,0.84,0.82,23311.0,290.83,30.75,26.59,64.04,9.91,181.23,94.48,28.53,30.75,28.53,299.0,108.0,145.0,552.0,32.0,27.0,4.0,74.0,9.0,149.0,116.0,267.0,375.0,26.0,52.0,222.0,28.0,19.0,54.0,318.0,56.0,33.0,7.66,7.04,16.05,10.0,6.0,16.0,552.0,407.0,407.0,7.0,6.86,5.43,5.16,32.44,32.44,30.97,64.14,7.55,3.83,8.66,2.04,21.1,43.82,7.52,7.55,7.52,70.0,17.0,16.0,103.0,12.0,4.0,3.0,8.0,1.0,13.0,49.0,58.0,75.0,12.0,24.0,203.0,58.0,48.0,72.0,54.0,22.0,11.0,1.74,2.86,2.96,2.0,6.0,4.0,103.0,87.0,87.0,69.0,0.87,0.45,0.45,7.98,7.98,7.97
TBL,2021,TBL,TBL,Team Level,other,82,0.53,0.51,0.53,10997.0,163.5,37.79,11.79,26.17,5.08,84.56,52.61,35.84,37.79,35.84,155.0,63.0,51.0,269.0,40.0,10.0,6.0,18.0,8.0,75.0,67.0,115.0,178.0,9.0,18.0,143.0,38.0,36.0,15.0,107.0,56.0,55.0,4.6,7.03,26.16,8.0,9.0,23.0,269.0,218.0,218.0,8.0,3.4,4.64,4.64,36.55,36.55,34.96,141.18,33.42,10.25,23.67,4.73,72.87,49.06,32.06,33.42,32.06,136.0,58.0,63.0,257.0,30.0,6.0,1.0,23.0,7.0,62.0,66.0,106.0,164.0,14.0,28.0,129.0,35.0,30.0,16.0,96.0,51.0,47.0,3.9,6.84,22.68,4.0,6.0,20.0,257.0,194.0,194.0,9.0,3.0,1.97,2.34,34.08,34.08,32.87
TBL,2021,TBL,TBL,Team Level,all,82,0.52,0.51,0.51,299286.0,2590.32,270.79,189.42,556.38,82.92,1438.14,1024.35,261.09,273.59,263.72,2535.0,1027.0,997.0,4559.0,285.0,169.0,35.0,590.0,105.0,1141.0,1272.0,2250.0,3277.0,335.0,769.0,2340.0,2124.0,571.0,482.0,2463.0,843.0,256.0,77.28,102.55,90.96,90.0,103.0,92.0,4618.96,3562.0,3598.54,273.0,42.11,39.78,39.81,273.09,275.23,268.97,2438.49,252.28,173.0,531.45,78.18,1352.16,979.94,242.94,252.05,242.75,2442.0,925.0,1044.0,4411.0,228.0,159.0,41.0,544.0,95.0,991.0,1350.0,2214.0,3139.0,341.0,801.0,2329.0,2068.0,579.0,483.0,2387.0,734.0,246.0,73.71,89.69,88.88,65.0,78.0,85.0,4385.81,3367.0,3355.38,283.0,38.31,37.19,37.56,253.03,252.79,246.8
TBL,2021,TBL,TBL,Team Level,5on5,82,0.52,0.51,0.51,239585.0,1983.49,177.88,138.84,446.33,63.26,1103.06,808.65,172.4,180.67,175.03,1930.0,808.0,814.0,3552.0,183.0,122.0,20.0,488.0,77.0,883.0,985.0,1747.0,2555.0,297.0,690.0,1750.0,1970.0,444.0,394.0,1966.0,636.0,136.0,62.25,77.31,38.32,71.0,81.0,31.0,3611.96,2738.0,2774.54,233.0,28.8,28.19,28.23,178.45,180.6,177.8,1894.38,163.7,129.09,433.34,60.59,1056.15,779.12,159.12,163.47,158.92,1900.0,722.0,811.0,3433.0,149.0,126.0,31.0,443.0,75.0,762.0,1067.0,1751.0,2473.0,300.0,718.0,1771.0,1919.0,454.0,395.0,1939.0,559.0,124.0,60.2,67.93,35.58,54.0,59.0,36.0,3407.81,2622.0,2610.38,248.0,26.7,27.96,27.96,162.44,162.19,159.76
TBL,2021,TBL,TBL,Team Level,4on5,82,0.14,0.13,0.15,23949.0,59.13,7.59,3.47,7.99,1.89,18.41,38.64,7.44,7.59,7.44,64.0,14.0,15.0,93.0,7.0,3.0,1.0,5.0,1.0,13.0,49.0,57.0,71.0,14.0,31.0,200.0,77.0,73.0,25.0,43.0,22.0,13.0,1.13,2.87,3.6,1.0,1.0,5.0,93.0,78.0,78.0,24.0,0.79,0.85,0.85,7.53,7.53,7.5,330.95,47.24,29.71,65.33,10.84,201.16,101.72,43.86,47.24,43.86,334.0,122.0,156.0,612.0,45.0,26.0,9.0,70.0,12.0,161.0,142.0,289.0,411.0,20.0,41.0,236.0,39.0,27.0,52.0,288.0,104.0,64.0,7.26,12.31,27.67,7.0,10.0,28.0,612.0,456.0,456.0,7.0,7.71,7.21,7.21,47.75,47.75,45.41
TBL,2021,TBL,TBL,Team Level,5on4,82,0.86,0.86,0.85,24755.0,384.2,47.53,35.31,75.89,12.71,232.11,124.45,45.4,47.53,45.4,386.0,142.0,117.0,645.0,55.0,34.0,8.0,79.0,19.0,170.0,171.0,331.0,473.0,15.0,30.0,247.0,39.0,18.0,48.0,347.0,129.0,52.0,9.3,15.34,22.89,10.0,12.0,33.0,645.0,528.0,528.0,8.0,9.13,6.1,6.1,50.56,50.56,48.7,71.98,7.92,3.94,9.11,2.02,21.98,50.04,7.9,7.92,7.9,72.0,23.0,14.0,109.0,4.0,1.0,0.0,8.0,1.0,6.0,75.0,68.0,91.0,7.0,14.0,193.0,75.0,68.0,20.0,64.0,20.0,11.0,2.36,2.61,2.94,0.0,3.0,1.0,109.0,95.0,95.0,19.0,0.9,0.05,0.05,8.77,8.77,8.75
LAK,2021,LAK,LAK,Team Level,other,82,0.58,0.53,0.56,9596.0,154.36,35.89,10.7,27.14,5.14,76.8,56.32,33.42,35.89,33.42,154.0,58.0,47.0,259.0,33.0,16.0,5.0,20.0,7.0,63.0,73.0,121.0,179.0,3.0,6.0,124.0,36.0,18.0,20.0,92.0,73.0,47.0,3.8,9.09,23.01,1.0,5.0,27.0,259.0,212.0,212.0,8.0,3.02,5.28,5.28,33.63,33.63,32.47,125.13,25.61,9.1,21.89,4.36,62.2,43.83,23.85,25.61,23.85,119.0,48.0,61.0,228.0,20.0,10.0,1.0,13.0,8.0,55.0,61.0,99.0,147.0,11.0,22.0,93.0,33.0,25.0,31.0,76.0,54.0,37.0,3.3,7.03,15.29,5.0,4.0,11.0,228.0,167.0,167.0,21.0,2.5,3.24,3.5,24.63,24.63,23.88
LAK,2021,LAK,LAK,Team Level,all,82,0.53,0.54,0.55,299533.0,2849.1,272.44,198.35,651.63,93.61,1570.84,1143.12,260.18,272.03,259.87,2866.0,1064.0,1157.0,5087.0,235.0,252.0,40.0,652.0,92.0,1220.0,1479.0,2631.0,3695.0,274.0,603.0,2321.0,1667.0,449.0,592.0,2852.0,803.0,275.0,83.51,97.31,91.62,68.0,73.0,94.0,5092.03,3930.0,3936.85,431.0,43.67,55.15,55.22,260.89,260.83,254.77,2376.1,242.29,170.32,522.52,76.72,1285.54,945.61,231.82,243.78,233.26,2343.0,900.0,1091.0,4334.0,232.0,208.0,31.0,486.0,95.0,948.0,1274.0,2111.0,3011.0,288.0,623.0,2126.0,2182.0,403.0,620.0,2246.0,750.0,247.0,68.82,90.91,82.55,66.0,100.0,66.0,4354.78,3243.0,3254.65,420.0,37.39,45.55,46.18,233.51,234.67,229.7
LAK,2021,LAK,LAK,Team Level,5on5,82,0.53,0.54,0.55,244176.0,2235.42,187.62,148.01,531.59,73.12,1232.79,910.88,180.9,187.19,180.6,2225.0,859.0,931.0,4015.0,155.0,182.0,28.0,542.0,74.0,967.0,1164.0,2070.0,2929.0,249.0,555.0,1766.0,1529.0,379.0,490.0,2328.0,581.0,175.0,68.51,69.57,49.53,56.0,53.0,46.0,4020.03,3084.0,3090.85,376.0,30.61,38.64,38.83,179.39,179.32,176.37,1849.68,166.18,127.1,424.08,59.34,1002.89,750.41,160.39,167.68,161.83,1815.0,715.0,873.0,3403.0,152.0,158.0,21.0,411.0,69.0,710.0,1030.0,1663.0,2378.0,263.0,573.0,1651.0,2044.0,332.0,506.0,1800.0,582.0,148.0,55.64,70.29,40.25,50.0,77.0,25.0,3423.78,2530.0,2541.65,352.0,26.36,33.35,33.65,158.9,160.07,157.63
LAK,2021,LAK,LAK,Team Level,4on5,82,0.15,0.15,0.17,21619.0,70.72,7.72,4.02,9.37,2.36,22.53,48.98,7.65,7.72,7.65,83.0,12.0,10.0,105.0,11.0,3.0,1.0,6.0,1.0,8.0,66.0,72.0,84.0,6.0,12.0,171.0,76.0,32.0,41.0,60.0,25.0,10.0,1.66,3.3,2.76,0.0,5.0,6.0,105.0,95.0,95.0,40.0,0.91,0.51,0.51,8.12,8.12,8.08,334.76,43.19,30.57,67.75,11.06,200.52,105.91,40.5,43.19,40.5,331.0,128.0,149.0,608.0,52.0,37.0,8.0,55.0,13.0,169.0,133.0,279.0,407.0,9.0,18.0,198.0,31.0,7.0,33.0,312.0,96.0,51.0,8.1,11.16,23.93,8.0,17.0,27.0,608.0,459.0,459.0,2.0,7.73,8.18,8.25,42.66,42.66,40.97
LAK,2021,LAK,LAK,Team Level,5on4,82,0.85,0.88,0.86,24142.0,388.6,41.21,35.62,83.53,12.98,238.72,126.94,38.21,41.21,38.21,404.0,135.0,169.0,708.0,36.0,51.0,6.0,84.0,10.0,182.0,176.0,368.0,503.0,16.0,30.0,260.0,26.0,20.0,41.0,372.0,124.0,43.0,9.55,15.35,16.32,11.0,10.0,15.0,708.0,539.0,539.0,7.0,9.13,10.72,10.6,39.74,39.74,37.85,66.53,7.29,3.55,8.8,1.96,19.93,45.46,7.08,7.29,7.08,78.0,9.0,8.0,95.0,8.0,3.0,1.0,7.0,5.0,14.0,50.0,70.0,79.0,5.0,10.0,184.0,74.0,39.0,50.0,58.0,18.0,11.0,1.77,2.43,3.09,3.0,2.0,3.0,95.0,87.0,87.0,45.0,0.82,0.79,0.79,7.32,7.32,7.22
ANA,2021,ANA,ANA,Team Level,other,82,0.37,0.42,0.42,9539.0,118.33,21.99,7.7,21.73,4.01,63.85,46.71,21.56,21.99,21.56,120.0,46.0,49.0,215.0,23.0,6.0,1.0,18.0,5.0,50.0,64.0,97.0,143.0,10.0,20.0,113.0,30.0,13.0,23.0,101.0,39.0,26.0,3.88,4.66,13.44,6.0,5.0,12.0,215.0,166.0,166.0,9.0,2.16,2.06,2.06,22.1,22.1,21.9,168.5,37.3,11.12,28.48,5.23,86.23,63.65,34.09,37.3,34.09,174.0,58.0,63.0,295.0,39.0,6.0,2.0,22.0,4.0,73.0,88.0,135.0,193.0,4.0,6.0,126.0,28.0,32.0,21.0,130.0,58.0,44.0,5.37,6.86,25.06,8.0,11.0,20.0,295.0,232.0,232.0,8.0,3.09,1.89,1.89,38.49,38.49,35.4
ANA,2021,ANA,ANA,Team Level,all,82,0.46,0.47,0.47,300120.0,2383.15,215.84,160.52,546.75,78.79,1327.48,996.62,209.32,216.19,209.62,2395.0,931.0,1073.0,4399.0,228.0,173.0,37.0,507.0,82.0,1007.0,1329.0,2167.0,3098.0,295.0,695.0,2174.0,1697.0,501.0,764.0,2519.0,604.0,203.0,72.81,73.45,69.58,75.0,79.0,74.0,4390.37,3326.0,3320.68,397.0,35.06,36.23,36.49,214.41,214.51,211.03,2681.69,248.46,186.21,610.98,89.58,1525.08,1113.69,238.98,250.2,240.66,2725.0,1049.0,1122.0,4896.0,266.0,198.0,22.0,628.0,85.0,1163.0,1434.0,2459.0,3508.0,286.0,690.0,2336.0,1702.0,524.0,828.0,2841.0,732.0,201.0,84.61,88.19,75.66,98.0,108.0,60.0,4938.95,3774.0,3805.71,403.0,40.77,39.0,39.0,250.23,251.74,244.68
ANA,2021,ANA,ANA,Team Level,5on5,82,0.48,0.48,0.48,247824.0,1937.78,154.81,126.26,459.71,64.2,1073.11,821.92,149.75,155.16,150.05,1938.0,762.0,852.0,3552.0,155.0,149.0,32.0,431.0,59.0,798.0,1108.0,1783.0,2545.0,266.0,631.0,1657.0,1592.0,430.0,657.0,2077.0,492.0,131.0,59.62,59.92,35.28,60.0,60.0,35.0,3543.37,2700.0,2694.68,356.0,26.04,30.13,30.39,150.47,150.57,148.29,2084.54,166.4,139.9,497.24,70.13,1188.38,882.94,161.72,168.15,163.39,2102.0,843.0,935.0,3880.0,187.0,161.0,15.0,509.0,69.0,888.0,1131.0,1915.0,2758.0,262.0,638.0,1835.0,1582.0,432.0,711.0,2283.0,543.0,119.0,67.89,65.55,32.95,85.0,80.0,22.0,3922.95,2945.0,2976.7,358.0,28.77,31.43,31.66,163.51,165.03,162.66
ANA,2021,ANA,ANA,Team Level,4on5,82,0.11,0.11,0.12,21539.0,50.6,4.72,2.67,7.06,1.54,16.58,37.43,4.64,4.72,4.64,58.0,12.0,7.0,77.0,4.0,2.0,0.0,3.0,0.0,11.0,50.0,54.0,66.0,6.0,18.0,172.0,48.0,40.0,29.0,54.0,11.0,5.0,1.69,1.32,1.71,1.0,1.0,2.0,77.0,70.0,70.0,29.0,0.62,0.43,0.43,4.91,4.91,4.87,367.29,39.81,32.22,76.33,12.3,230.34,121.98,38.27,39.81,38.27,380.0,133.0,115.0,628.0,37.0,31.0,5.0,84.0,11.0,188.0,162.0,343.0,476.0,18.0,42.0,224.0,18.0,18.0,55.0,366.0,113.0,34.0,9.57,13.51,16.72,5.0,14.0,18.0,628.0,513.0,513.0,1.0,8.22,5.68,5.45,42.58,42.58,41.02
ANA,2021,ANA,ANA,Team Level,5on4,82,0.87,0.86,0.82,21218.0,276.44,34.32,23.9,58.25,9.04,173.95,90.55,33.37,34.32,33.37,279.0,111.0,165.0,555.0,46.0,16.0,4.0,55.0,18.0,148.0,107.0,233.0,344.0,13.0,26.0,232.0,27.0,18.0,55.0,287.0,62.0,41.0,7.63,7.54,19.14,8.0,13.0,25.0,555.0,390.0,390.0,3.0,6.23,3.61,3.61,36.94,36.94,35.97,61.36,4.95,2.98,8.94,1.9,20.12,45.12,4.91,4.95,4.91,69.0,15.0,9.0,93.0,3.0,0.0,0.0,13.0,1.0,14.0,53.0,66.0,81.0,2.0,4.0,151.0,74.0,42.0,41.0,62.0,18.0,4.0,1.77,2.26,0.92,0.0,3.0,0.0,93.0,84.0,84.0,36.0,0.69,0.0,0.0,5.63,5.63,5.59
CAR,2021,CAR,CAR,Team Level,other,82,0.57,0.49,0.47,12474.0,143.53,39.32,9.47,23.45,4.28,69.43,49.06,37.74,39.32,37.74,139.0,56.0,65.0,260.0,33.0,9.0,5.0,25.0,8.0,52.0,68.0,106.0,162.0,10.0,22.0,131.0,39.0,36.0,47.0,87.0,52.0,56.0,3.38,6.24,29.7,1.0,8.0,24.0,260.0,195.0,195.0,19.0,2.77,3.45,3.45,38.65,38.65,37.67,161.31,29.95,12.63,29.56,5.45,90.41,52.0,28.04,29.95,28.04,159.0,61.0,56.0,276.0,27.0,15.0,4.0,23.0,7.0,75.0,73.0,132.0,193.0,9.0,18.0,140.0,52.0,27.0,52.0,111.0,66.0,43.0,4.65,8.2,17.1,3.0,12.0,12.0,276.0,220.0,220.0,17.0,3.63,3.34,3.34,30.24,30.24,28.62
CAR,2021,CAR,CAR,Team Level,all,82,0.56,0.56,0.55,298163.0,2853.66,290.18,195.95,668.01,94.85,1575.85,1149.16,278.37,292.54,280.6,2798.0,1176.0,1143.0,5117.0,277.0,271.0,52.0,617.0,111.0,1342.0,1356.0,2521.0,3697.0,312.0,660.0,2616.0,1804.0,675.0,849.0,2863.0,808.0,303.0,83.98,99.04,107.16,85.0,104.0,88.0,5185.52,3974.0,4018.65,377.0,43.01,62.08,62.08,271.12,272.95,266.8,2339.97,226.53,162.02,532.17,76.54,1270.85,931.96,218.21,225.84,217.53,2310.0,891.0,858.0,4059.0,200.0,214.0,36.0,475.0,88.0,972.0,1252.0,2110.0,3001.0,264.0,563.0,2237.0,2072.0,603.0,931.0,2310.0,659.0,232.0,70.41,81.57,74.55,61.0,79.0,60.0,4016.73,3201.0,3174.92,495.0,35.91,45.21,45.27,217.1,216.42,211.65
CAR,2021,CAR,CAR,Team Level,5on5,82,0.56,0.56,0.56,236824.0,2270.26,199.03,151.76,557.06,76.23,1262.42,923.5,190.95,201.39,193.18,2210.0,960.0,947.0,4117.0,193.0,222.0,34.0,533.0,92.0,1061.0,1069.0,2017.0,2977.0,277.0,590.0,2035.0,1689.0,523.0,672.0,2354.0,630.0,186.0,68.79,77.69,52.55,72.0,84.0,37.0,4185.52,3170.0,3214.65,314.0,31.44,46.76,46.76,183.72,185.55,182.0,1838.49,158.44,121.15,435.99,60.08,990.99,744.41,153.37,157.76,152.7,1814.0,698.0,695.0,3207.0,141.0,165.0,26.0,397.0,65.0,767.0,977.0,1673.0,2371.0,226.0,487.0,1740.0,1900.0,492.0,739.0,1874.0,494.0,144.0,57.62,61.12,39.69,51.0,57.0,33.0,3164.73,2512.0,2485.92,440.0,25.11,33.43,33.92,149.57,148.89,146.56
CAR,2021,CAR,CAR,Team Level,4on5,82,0.22,0.22,0.24,27751.0,90.74,8.65,4.66,12.12,2.69,27.47,63.42,8.45,8.65,8.45,102.0,17.0,14.0,133.0,4.0,5.0,1.0,5.0,0.0,21.0,84.0,98.0,115.0,9.0,18.0,247.0,55.0,88.0,48.0,80.0,30.0,9.0,2.37,3.92,2.35,1.0,1.0,2.0,133.0,119.0,119.0,38.0,1.08,0.75,0.75,8.97,8.97,8.89,274.87,30.09,24.73,57.72,9.1,170.41,91.96,28.99,30.09,28.99,269.0,115.0,99.0,483.0,29.0,29.0,6.0,54.0,14.0,119.0,139.0,240.0,355.0,24.0,48.0,206.0,44.0,41.0,108.0,273.0,80.0,31.0,6.73,9.85,13.51,7.0,9.0,13.0,483.0,384.0,384.0,9.0,6.36,7.28,6.85,29.59,29.59,28.97
CAR,2021,CAR,CAR,Team Level,5on4,82,0.84,0.87,0.85,21114.0,349.12,43.18,30.07,75.38,11.66,216.53,113.18,41.24,43.18,41.24,347.0,143.0,117.0,607.0,47.0,35.0,12.0,54.0,11.0,208.0,135.0,300.0,443.0,16.0,30.0,203.0,21.0,28.0,82.0,342.0,96.0,52.0,9.44,11.19,22.55,11.0,11.0,25.0,607.0,490.0,490.0,6.0,7.72,11.12,11.12,39.78,39.78,38.23,65.32,8.05,3.51,8.9,1.91,19.05,43.58,7.82,8.05,7.82,68.0,17.0,8.0,93.0,3.0,5.0,0.0,1.0,2.0,11.0,63.0,65.0,82.0,5.0,10.0,151.0,76.0,43.0,32.0,52.0,19.0,14.0,1.41,2.39,4.24,0.0,1.0,2.0,93.0,85.0,85.0,29.0,0.81,1.15,1.15,7.7,7.7,7.51
